,Id,PID,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Matl,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice,Bathrooms,Pool,Year Sold,Yrs Since Constr or Remod,Built after 2005,Inflation Multiplier,HQ SF,Proximity to Pos Feat,Exter Qual x Cond,Garage Qual x Cond,Bsmt Qual x Cond,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Exterior 1st_AsbShng,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central Air_N,Central Air_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ,Paved Drive_N,Paved Drive_P,Paved Drive_Y,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,Yr Sold_2006,Yr Sold_2007,Yr Sold_2008,Yr Sold_2009,Yr Sold_2010,USD_per_sqft,Good Nhood,Pref House Style,Pref Garage Type,Sold as New,Gtl Land Slope,Pref Lot Config,Zone RL,Pref Mas Vnr
10,1044,527451290,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,6,5,1971,1971,CompShg,BrkFace,232.0,3,3,3.0,3.0,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,3,483,504,0,987,0.0,0.0,1,1,2,1,3,4,0,0.0,Detchd,1971.0,Unf,1.0,264.0,3.0,3.0,0,0,0,0,0,0,0,7,COD,85400,1.5,0,2008,37,1,2,987,0,9,9.0,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,86.52482269503547,0,1,0,0,1,1,0,1
11,2752,906380150,RL,64.0,7488,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2005,2005,CompShg,None,0.0,4,3,4.0,3.0,Av,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,5,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,0,0.0,Attchd,2005.0,RFn,2.0,632.0,3.0,3.0,105,58,0,0,0,0,0,2,WD ,183600,2.0,0,2006,1,1,0,1208,0,12,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151.98675496688742,2,1,1,0,1,1,1,0
12,807,906226060,RL,120.0,26400,Pave,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,2Story,5,7,1880,2007,CompShg,None,0.0,4,3,0.0,0.0,,,0.0,,0.0,0.0,0.0,GasA,5,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,1,3.0,Attchd,1900.0,Unf,2.0,576.0,3.0,3.0,0,0,0,0,0,0,0,6,WD ,131000,1.0,0,2009,2,1,3,2016,0,12,9.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.98015873015873,1,1,1,0,1,0,1,0
13,1177,533236070,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,8,5,1999,2000,CompShg,BrkFace,456.0,4,3,4.0,3.0,No,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,5,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,0,0.0,Detchd,2000.0,Unf,2.0,480.0,3.0,3.0,169,0,0,0,0,0,0,12,ConLD,200000,2.5,0,2008,8,1,2,1607,0,12,9.0,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,124.45550715619166,3,1,0,0,1,1,0,1
14,1480,907418040,RL,74.0,9627,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,7,5,2007,2007,CompShg,None,0.0,4,3,4.0,3.0,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,5,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,0,0.0,Attchd,2007.0,RFn,2.0,610.0,3.0,3.0,0,50,0,0,0,0,0,6,WD ,193000,2.0,0,2008,1,1,2,1361,0,12,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141.80749448934606,2,1,1,0,1,1,1,0
15,324,923202105,RL,93.0,10114,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,5,5,2004,2005,CompShg,None,0.0,3,3,5.0,3.0,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,0,0.0,Attchd,2004.0,RFn,2.0,624.0,3.0,3.0,0,0,0,0,0,0,0,3,WD ,173500,2.0,0,2010,5,1,4,1430,0,9,9.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121.32867132867133,2,1,1,0,1,1,1,0
16,1311,902301140,RM,34.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,5,5,1916,1950,CompShg,None,0.0,3,3,3.0,3.0,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,3,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,0,0.0,Detchd,1916.0,Unf,3.0,513.0,2.0,2.0,0,0,96,0,0,0,0,5,COD,98000,1.0,0,2008,58,1,2,1344,0,9,4.0,9.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.91666666666667,0,1,0,0,1,1,0,0
17,770,905101490,RL,80.0,8816,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Story,5,6,1963,1963,CompShg,None,0.0,3,3,3.0,3.0,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,3,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,0,0.0,Detchd,1963.0,Unf,2.0,480.0,3.0,3.0,0,80,0,0,0,0,0,6,WD ,139000,1.0,0,2009,46,1,3,1121,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123.9964317573595,2,1,0,0,1,0,1,0
18,2063,905107140,RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,6,5,1977,1977,CompShg,BrkFace,148.0,3,3,3.0,3.0,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,5,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,1,3.0,Attchd,1977.0,RFn,2.0,528.0,3.0,3.0,138,0,0,0,0,0,0,4,WD ,143500,1.5,0,2007,30,1,1,1285,0,9,9.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.67315175097276,2,1,1,0,1,1,1,1
19,69,528458070,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,7,5,2009,2009,CompShg,None,0.0,3,3,4.0,3.0,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,5,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,0,0.0,Attchd,2009.0,Unf,2.0,614.0,3.0,3.0,169,45,0,0,0,0,0,6,Con,215200,2.5,0,2010,1,1,4,1547,0,9,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.10795087265674,3,1,1,0,1,1,0,0
20,2062,905106150,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,5,5,1968,1968,CompShg,None,0.0,3,3,4.0,3.0,No,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,4,894,0,0,894,0.0,0.0,1,0,3,1,3,5,1,1.0,Attchd,1968.0,Fin,2.0,450.0,3.0,3.0,0,0,0,0,0,0,0,5,WD ,129000,1.0,0,2007,39,1,1,894,0,9,9.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144.29530201342283,2,1,1,0,1,1,1,0
21,351,527131030,RL,40.0,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,8,5,2000,2000,CompShg,None,0.0,4,3,4.0,3.0,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,5,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,1,5.0,Attchd,2000.0,Fin,2.0,499.0,3.0,3.0,212,59,0,0,0,0,0,10,WD ,278000,2.0,0,2009,9,1,3,1659,0,12,9.0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,167.5708257986739,3,1,1,0,1,1,1,0
22,2393,528142010,RL,103.0,12867,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,2Story,8,5,2005,2006,CompShg,,95.96024157020634,4,3,5.0,3.0,Av,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,5,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,1,4.0,Attchd,2005.0,Fin,2.0,575.0,3.0,3.0,243,142,0,0,0,0,0,7,New,344133,2.5,0,2006,0,1,0,2253,0,12,9.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152.74434087882824,3,1,1,1,1,0,1,0
